1672531200000,1196.13000000,1196.69000000,1194.55000000,1194.55000000,1245.88550000,1672532099999,1489586.28256600,3690,455.28260000,544279.92993900,0
1672532100000,1194.55000000,1196.70000000,1194.31000000,1196.61000000,1141.60750000,1672532999999,1364910.62117100,3547,448.64800000,536439.97960500,0
1672533000000,1196.62000000,1196.62000000,1192.72000000,1193.64000000,2206.94090000,1672533899999,2634983.21709800,4774,944.15350000,1126915.99805300,0
1672533900000,1193.64000000,1195.06000000,1193.63000000,1194.09000000,1294.95010000,1672534799999,1546749.54194300,3821,702.74530000,839335.78979800,0
1672534800000,1194.09000000,1195.75000000,1193.84000000,1195.38000000,1175.80100000,1672535699999,1404988.43429600,2406,536.40940000,640921.70235200,0
1672535700000,1195.38000000,1195.61000000,1195.01000000,1195.45000000,534.11010000,1672536599999,638407.73056100,1787,274.31950000,327877.95303800,0
1672536600000,1195.45000000,1195.58000000,1194.72000000,1194.92000000,815.54920000,1672537499999,974696.46141000,1966,426.60580000,509834.81190600,0
1672537500000,1194.92000000,1196.37000000,1194.92000000,1196.02000000,631.74760000,1672538399999,755382.36831200,2086,346.53680000,414305.31553300,0
1672538400000,1196.01000000,1196.02000000,1194.11000000,1195.22000000,1695.50410000,1672539299999,2025487.20011500,2534,745.70270000,890735.26233700,0
1672539300000,1195.21000000,1196.13000000,1195.02000000,1196.12000000,775.10990000,1672540199999,926668.82842700,2214,417.80110000,499469.54658400,0
1672540200000,1196.13000000,1196.74000000,1195.27000000,1195.27000000,745.93400000,1672541099999,892280.31751000,1941,319.71850000,382446.35717100,0
1672541100000,1195.28000000,1195.72000000,1195.27000000,1195.40000000,535.49960000,1672541999999,640195.82990200,1688,288.51080000,344900.80666600,0
1672542000000,1195.41000000,1195.41000000,1192.28000000,1193.20000000,3422.85300000,1672542899999,4084861.89856300,3577,1484.24430000,1771008.41915800,0
1672542900000,1193.19000000,1193.40000000,1191.71000000,1193.38000000,2262.14150000,1672543799999,2698023.77418900,2659,1081.56160000,1289979.28584000,0
1672543800000,1193.39000000,1194.00000000,1193.17000000,1194.00000000,923.97970000,1672544699999,1102710.99915400,1913,472.50340000,563901.11957800,0
1672544700000,1194.00000000,1194.39000000,1193.75000000,1194.04000000,884.44650000,1672545599999,1056010.15706100,2095,371.23990000,443236.68199000,0
1672545600000,1194.05000000,1194.05000000,1192.63000000,1192.64000000,1580.23920000,1672546499999,1885486.91709400,2495,731.20590000,872390.25788900,0
1672546500000,1192.63000000,1192.85000000,1190.57000000,1192.18000000,3052.21940000,1672547399999,3637521.70242500,3365,1161.65300000,1384524.52557100,0
1672547400000,1192.18000000,1192.93000000,1192.03000000,1192.04000000,742.60900000,1672548299999,885622.09077300,1884,431.00140000,514013.91347500,0
1672548300000,1192.03000000,1192.93000000,1191.98000000,1192.92000000,1034.18150000,1672549199999,1233216.17193700,2467,508.46360000,606296.02641900,0
1672549200000,1192.92000000,1193.53000000,1192.71000000,1193.29000000,614.58960000,1672550099999,733304.02192700,1856,357.26070000,426253.02202900,0
1672550100000,1193.29000000,1194.26000000,1193.13000000,1194.18000000,639.88750000,1672550999999,763799.82098300,1965,294.48010000,351486.92825100,0
1672551000000,1194.19000000,1194.26000000,1193.52000000,1194.10000000,541.52140000,1672551899999,646471.76678700,1662,265.41220000,316835.40370800,0
1672551900000,1194.09000000,1194.67000000,1194.09000000,1194.54000000,520.34630000,1672552799999,621505.62733300,1849,286.50460000,342195.86445900,0
1672552800000,1194.55000000,1195.23000000,1193.97000000,1194.09000000,1376.01060000,1672553699999,1643858.52334200,2311,728.73110000,870564.26006700,0
1672553700000,1194.09000000,1194.92000000,1194.09000000,1194.60000000,1068.87360000,1672554599999,1276731.21847500,3544,671.56320000,802096.61884500,0
1672554600000,1194.59000000,1194.60000000,1193.81000000,1194.37000000,642.78200000,1672555499999,767561.39672900,3222,364.04230000,434705.06626600,0
1672555500000,1194.36000000,1194.82000000,1194.11000000,1194.81000000,1014.42950000,1672556399999,1211633.30653100,3360,700.08200000,836160.99787600,0
1672556400000,1194.81000000,1195.18000000,1193.63000000,1194.37000000,1675.18340000,1672557299999,2001036.74376600,2531,792.55150000,946680.03795600,0
1672557300000,1194.36000000,1194.61000000,1193.04000000,1194.60000000,1522.09550000,1672558199999,1816776.18581100,2538,821.10320000,980022.01792500,0
1672558200000,1194.61000000,1195.17000000,1193.80000000,1195.16000000,910.73220000,1672559099999,1087987.85542600,2187,480.86950000,574488.59950600,0
1672559100000,1195.16000000,1195.75000000,1194.61000000,1195.06000000,1718.75870000,1672559999999,2054267.53857800,2946,883.87500000,1056387.71586800,0
1672560000000,1195.07000000,1195.90000000,1194.50000000,1194.51000000,1266.43820000,1672560899999,1513910.69652600,2171,465.44050000,556409.40218200,0
1672560900000,1194.50000000,1195.55000000,1194.38000000,1195.28000000,652.55020000,1672561799999,779826.16804500,1853,382.17510000,456680.59089100,0
1672561800000,1195.27000000,1195.55000000,1194.24000000,1194.29000000,619.20200000,1672562699999,740025.18307800,1967,322.23130000,385093.02489100,0
1672562700000,1194.30000000,1194.68000000,1194.17000000,1194.28000000,586.41180000,1672563599999,700387.79978000,1973,338.29960000,404041.43941000,0
1672563600000,1194.27000000,1194.58000000,1193.98000000,1194.57000000,757.70540000,1672564499999,904846.48143200,2309,401.59100000,479576.09288300,0
1672564500000,1194.56000000,1195.62000000,1194.56000000,1194.76000000,817.16210000,1672565399999,976622.37307600,2034,433.46320000,518019.01606900,0
1672565400000,1194.76000000,1195.99000000,1194.76000000,1195.98000000,450.99080000,1672566299999,539046.58239800,1781,345.70460000,413207.01866100,0
